_id,AnnoA,AteneoCOD,AteneoNOME,ClasseNUMERO,ClasseNOME,CorsoNOME,SedeC,SedeP,CorsoLingua
2001,2020/2021,3701,Bologna,L-33,Scienze economiche,Economics And Finance,BOLOGNA,BOLOGNA,inglese
2002,2020/2021,3701,Bologna,L-34,Scienze geologiche,Scienze Geologiche,BOLOGNA,BOLOGNA,""
2003,2020/2021,3701,Bologna,L-35,Scienze matematiche,Matematica,BOLOGNA,BOLOGNA,""
2004,2020/2021,3701,Bologna,L-36,Scienze politiche e delle relazioni internazionali,Scienze Internazionali e Diplomatiche,FORLI',FORLI'-CESENA,""
2005,2020/2021,3701,Bologna,L-36,Scienze politiche e delle relazioni internazionali,"Scienze Politiche, Sociali e Internazionali",BOLOGNA,BOLOGNA,""
2006,2020/2021,3701,Bologna,L-37,"Scienze sociali per la cooperazione, lo sviluppo e la pace",Sviluppo e Cooperazione Internazionale,BOLOGNA,BOLOGNA,""
2007,2020/2021,3701,Bologna,L-38,Scienze zootecniche e tecnologie delle produzioni animali,Acquacoltura e Igiene delle Produzioni Ittiche,CESENATICO,FORLI'-CESENA,""
2008,2020/2021,3701,Bologna,L-38,Scienze zootecniche e tecnologie delle produzioni animali,Produzioni Animali,BOLOGNA,BOLOGNA,""
2009,2020/2021,3701,Bologna,L-39,Servizio sociale,Servizio Sociale,BOLOGNA,BOLOGNA,""
2010,2020/2021,3701,Bologna,L-40,Sociologia,Sociologia,FORLI',FORLI'-CESENA,""
2011,2020/2021,3701,Bologna,L-41,Statistica,Scienze Statistiche,BOLOGNA,BOLOGNA,""
2012,2020/2021,3701,Bologna,L-41,Statistica,"Finanza, Assicurazioni e Impresa",RIMINI,RIMINI,""
2013,2020/2021,3701,Bologna,L-42,Storia,Storia,BOLOGNA,BOLOGNA,""
2014,2020/2021,3701,Bologna,L-42,Storia,"Antropologia, Religioni, Civiltà Orientali",BOLOGNA,BOLOGNA,""
2015,2020/2021,3701,Bologna,L-42,Storia,"Società e Culture del Mediterraneo: Istituzioni, Sicurezza, Ambiente",RAVENNA,RAVENNA,""
2016,2020/2021,3701,Bologna,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),BOLOGNA,BOLOGNA,""
2017,2020/2021,3701,Bologna,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),BOLOGNA,BOLOGNA,""
2018,2020/2021,3701,Bologna,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),FAENZA,RAVENNA,""
2019,2020/2021,3701,Bologna,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),RIMINI,RIMINI,""
2020,2020/2021,3701,Bologna,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),BOLOGNA,BOLOGNA,""
2021,2020/2021,3701,Bologna,L/SNT2,Professioni sanitarie della riabilitazione,Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale),IMOLA,BOLOGNA,""
2022,2020/2021,3701,Bologna,L/SNT2,Professioni sanitarie della riabilitazione,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),FAENZA,RAVENNA,""
2023,2020/2021,3701,Bologna,L/SNT2,Professioni sanitarie della riabilitazione,Podologia (Abilitante alla Professione Sanitaria di Podologo),BOLOGNA,BOLOGNA,""
2024,2020/2021,3701,Bologna,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),BOLOGNA,BOLOGNA,""
2025,2020/2021,3701,Bologna,L/SNT3,Professioni sanitarie tecniche,Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia),BOLOGNA,BOLOGNA,""
2026,2020/2021,3701,Bologna,L/SNT3,Professioni sanitarie tecniche,Dietistica (Abilitante alla Professione Sanitaria di Dietista),BOLOGNA,BOLOGNA,""
2027,2020/2021,3701,Bologna,L/SNT3,Professioni sanitarie tecniche,Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico),BOLOGNA,BOLOGNA,""
2028,2020/2021,3701,Bologna,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),BOLOGNA,BOLOGNA,""
2029,2020/2021,3701,Bologna,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",BOLOGNA,BOLOGNA,""
2030,2020/2021,3701,Bologna,L/SNT4,Professioni sanitarie della prevenzione,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),IMOLA,BOLOGNA,""
2031,2020/2021,3701,Bologna,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,BOLOGNA,BOLOGNA,""
2032,2020/2021,3701,Bologna,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,RAVENNA,RAVENNA,""
2033,2020/2021,3701,Bologna,LM-01,Antropologia culturale ed etnologia,Antropologia Culturale ed Etnologia,BOLOGNA,BOLOGNA,""
2034,2020/2021,3701,Bologna,LM-02,Archeologia,Archeologia e Culture del Mondo Antico,BOLOGNA,BOLOGNA,""
2035,2020/2021,3701,Bologna,LM-02,Archeologia,"Beni Archeologici, Artistici e del Paesaggio: Storia, Tutela e Valorizzazione",RAVENNA,RAVENNA,""
2036,2020/2021,3701,Bologna,LM-89,Storia dell'arte,"Beni Archeologici, Artistici e del Paesaggio: Storia, Tutela e Valorizzazione",RAVENNA,RAVENNA,""
2037,2020/2021,3701,Bologna,LM-04,Architettura e ingegneria edile-architettura,Ingegneria Edile-Architettura,BOLOGNA,BOLOGNA,"italiano, inglese"
2038,2020/2021,3701,Bologna,LM-05,Archivistica e biblioteconomia,Scienze del Libro e del Documento,RAVENNA,RAVENNA,""
2039,2020/2021,3701,Bologna,LM-06,Biologia,Biologia Molecolare e Cellulare,BOLOGNA,BOLOGNA,""
2040,2020/2021,3701,Bologna,LM-06,Biologia,Bioinformatics,BOLOGNA,BOLOGNA,inglese
2041,2020/2021,3701,Bologna,LM-06,Biologia,Biologia della Salute,BOLOGNA,BOLOGNA,""
2042,2020/2021,3701,Bologna,LM-06,Biologia,Biologia della Salute,IMOLA,BOLOGNA,""
2043,2020/2021,3701,Bologna,LM-06,Biologia,Biologia Marina,RAVENNA,RAVENNA,""
2044,2020/2021,3701,Bologna,LM-06,Biologia,Biodiversità ed Evoluzione,BOLOGNA,BOLOGNA,""
2045,2020/2021,3701,Bologna,LM-08,Biotecnologie industriali,Biotecnologie Molecolari e Industriali,BOLOGNA,BOLOGNA,""
2046,2020/2021,3701,Bologna,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",Medical Biotechnology,BOLOGNA,BOLOGNA,inglese
2047,2020/2021,3701,Bologna,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",Biotecnologie Animali,OZZANO DELL'EMILIA,BOLOGNA,""
2048,2020/2021,3701,Bologna,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",Pharmaceutical Biotechnology,BOLOGNA,BOLOGNA,inglese
2049,2020/2021,3701,Bologna,LM-11,Scienze per la conservazione dei beni culturali,Science For The Conservation-Restoration Of Cultural Heritage,RAVENNA,RAVENNA,inglese
2050,2020/2021,3701,Bologna,LM-12,Design,Advanced Design,BOLOGNA,BOLOGNA,""
2051,2020/2021,3701,Bologna,LM-13,Farmacia e farmacia industriale,Chimica e Tecnologia Farmaceutiche,BOLOGNA,BOLOGNA,""
2052,2020/2021,3701,Bologna,LM-13,Farmacia e farmacia industriale,Farmacia,BOLOGNA,BOLOGNA,""
2053,2020/2021,3701,Bologna,LM-13,Farmacia e farmacia industriale,Pharmacy,RIMINI,RIMINI,inglese
2054,2020/2021,3701,Bologna,LM-14,Filologia moderna,"Italianistica, Culture Letterarie Europee, Scienze Linguistiche",BOLOGNA,BOLOGNA,""
2055,2020/2021,3701,Bologna,LM-15,"Filologia, letterature e storia dell'antichità","Filologia, Letteratura e Tradizione Classica",BOLOGNA,BOLOGNA,""
2056,2020/2021,3701,Bologna,LM-16,Finanza,"Finanza, Intermediari e Mercati",BOLOGNA,BOLOGNA,""
2057,2020/2021,3701,Bologna,LM-16,Finanza,Quantitative Finance,BOLOGNA,BOLOGNA,inglese
2058,2020/2021,3701,Bologna,LM-17,Fisica,Physics,BOLOGNA,BOLOGNA,"italiano, inglese"
2059,2020/2021,3701,Bologna,LM-17,Fisica,Fisica del Sistema Terra,BOLOGNA,BOLOGNA,""
2060,2020/2021,3701,Bologna,LM-18,Informatica,Informatica,BOLOGNA,BOLOGNA,""
2061,2020/2021,3701,Bologna,LM-18,Informatica,Ingegneria e Scienze Informatiche,CESENA,FORLI'-CESENA,""
2062,2020/2021,3701,Bologna,LM-32,Ingegneria informatica,Ingegneria e Scienze Informatiche,CESENA,FORLI'-CESENA,""
2063,2020/2021,3701,Bologna,LM-18,Informatica,Artificial Intelligence,BOLOGNA,BOLOGNA,inglese
2064,2020/2021,3701,Bologna,LM-32,Ingegneria informatica,Artificial Intelligence,BOLOGNA,BOLOGNA,inglese
2065,2020/2021,3701,Bologna,LM-19,Informazione e sistemi editoriali,"Informazione, Culture e Organizzazione dei Media",BOLOGNA,BOLOGNA,""
2066,2020/2021,3701,Bologna,LM-20,Ingegneria aerospaziale e astronautica,Aerospace Engineering,FORLI',FORLI'-CESENA,inglese
2067,2020/2021,3701,Bologna,LM-21,Ingegneria biomedica,Biomedical Engineering,CESENA,FORLI'-CESENA,inglese
2068,2020/2021,3701,Bologna,LM-22,Ingegneria chimica,Ingegneria Chimica e di Processo,BOLOGNA,BOLOGNA,""
2069,2020/2021,3701,Bologna,LM-22,Ingegneria chimica,Offshore Engineering,RAVENNA,RAVENNA,inglese
2070,2020/2021,3701,Bologna,LM-35,Ingegneria per l'ambiente e il territorio,Offshore Engineering,RAVENNA,RAVENNA,inglese
2071,2020/2021,3701,Bologna,LM-23,Ingegneria civile,Ingegneria Civile,BOLOGNA,BOLOGNA,""
2072,2020/2021,3701,Bologna,LM-23,Ingegneria civile,Civil Engineering,BOLOGNA,BOLOGNA,inglese
2073,2020/2021,3701,Bologna,LM-24,Ingegneria dei sistemi edilizi,Ingegneria dei Processi e dei Sistemi Edilizi,RAVENNA,RAVENNA,""
2074,2020/2021,3701,Bologna,LM-25,Ingegneria dell'automazione,Automation Engineering,BOLOGNA,BOLOGNA,inglese
2075,2020/2021,3701,Bologna,LM-27,Ingegneria delle telecomunicazioni,Telecommunications Engineering,BOLOGNA,BOLOGNA,inglese
2076,2020/2021,3701,Bologna,LM-28,Ingegneria elettrica,Ingegneria dell'Energia Elettrica,BOLOGNA,BOLOGNA,"italiano, inglese"
2077,2020/2021,3701,Bologna,LM-28,Ingegneria elettrica,Electric Vehicle Engineering,BOLOGNA,BOLOGNA,inglese
2078,2020/2021,3701,Bologna,LM-29,Ingegneria elettronica,Ingegneria Elettronica e Telecomunicazioni per l'Energia,CESENA,FORLI'-CESENA,""
2079,2020/2021,3701,Bologna,LM-29,Ingegneria elettronica,Ingegneria Elettronica,BOLOGNA,BOLOGNA,""
2080,2020/2021,3701,Bologna,LM-29,Ingegneria elettronica,Advanced Automotive Electronic Engineering,BOLOGNA,BOLOGNA,inglese
2081,2020/2021,3701,Bologna,LM-30,Ingegneria energetica e nucleare,Ingegneria Energetica,BOLOGNA,BOLOGNA,""
2082,2020/2021,3701,Bologna,LM-31,Ingegneria gestionale,Ingegneria Gestionale,BOLOGNA,BOLOGNA,""
2083,2020/2021,3701,Bologna,LM-32,Ingegneria informatica,Ingegneria Informatica,BOLOGNA,BOLOGNA,""
2084,2020/2021,3701,Bologna,LM-33,Ingegneria meccanica,Ingegneria Meccanica,FORLI',FORLI'-CESENA,""
2085,2020/2021,3701,Bologna,LM-33,Ingegneria meccanica,Ingegneria Meccanica,BOLOGNA,BOLOGNA,""
2086,2020/2021,3701,Bologna,LM-35,Ingegneria per l'ambiente e il territorio,Ingegneria per l'Ambiente e il Territorio,BOLOGNA,BOLOGNA,""
2087,2020/2021,3701,Bologna,LM-37,Lingue e letterature moderne europee e americane,"Letterature Moderne, Comparate e Postcoloniali",BOLOGNA,BOLOGNA,""
2088,2020/2021,3701,Bologna,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,"Language, Society And Communication",BOLOGNA,BOLOGNA,inglese
2089,2020/2021,3701,Bologna,LM-39,Linguistica,Lingua e Cultura Italiane per Stranieri,BOLOGNA,BOLOGNA,""
2090,2020/2021,3701,Bologna,LM-40,Matematica,Matematica,BOLOGNA,BOLOGNA,""
2091,2020/2021,3701,Bologna,LM-41,Medicina e chirurgia,Medicina e Chirurgia,BOLOGNA,BOLOGNA,""
2092,2020/2021,3701,Bologna,LM-41,Medicina e chirurgia,Medicine And Surgery,BOLOGNA,BOLOGNA,inglese
2093,2020/2021,3701,Bologna,LM-41,Medicina e chirurgia,Medicina e Chirurgia,FORLI',FORLI'-CESENA,""
2094,2020/2021,3701,Bologna,LM-41,Medicina e chirurgia,Medicina e Chirurgia,RAVENNA,RAVENNA,""
2095,2020/2021,3701,Bologna,LM-42,Medicina veterinaria,Medicina Veterinaria,OZZANO DELL'EMILIA,BOLOGNA,""
2096,2020/2021,3701,Bologna,LM-43,Metodologie informatiche per le discipline umanistiche,Digital Humanities And Digital Knowledge,BOLOGNA,BOLOGNA,inglese
2097,2020/2021,3701,Bologna,LM-45,Musicologia e beni musicali,Discipline della Musica e del Teatro,BOLOGNA,BOLOGNA,""
2098,2020/2021,3701,Bologna,LM-65,Scienze dello spettacolo e produzione multimediale,Discipline della Musica e del Teatro,BOLOGNA,BOLOGNA,""
2099,2020/2021,3701,Bologna,LM-46,Odontoiatria e protesi dentaria,Odontoiatria e Protesi Dentaria,BOLOGNA,BOLOGNA,""
2100,2020/2021,3701,Bologna,LM-47,Organizzazione e gestione dei servizi per lo sport e le attività motorie,Management delle Attività Motorie e Sportive,BOLOGNA,BOLOGNA,""
2101,2020/2021,3701,Bologna,LM-47,Organizzazione e gestione dei servizi per lo sport e le attività motorie,"Wellness Culture: Sport, Health And Tourism",RIMINI,RIMINI,inglese
2102,2020/2021,3701,Bologna,LM-50,Programmazione e gestione dei servizi educativi,Progettazione e Gestione dell'Intervento Educativo Nel Disagio Sociale,BOLOGNA,BOLOGNA,""
2103,2020/2021,3701,Bologna,LM-50,Programmazione e gestione dei servizi educativi,Progettazione e Gestione dell'Intervento Educativo Nel Disagio Sociale,RIMINI,RIMINI,""
2104,2020/2021,3701,Bologna,LM-51,Psicologia,Neuroscienze e Riabilitazione Neuropsicologica,CESENA,FORLI'-CESENA,""
2105,2020/2021,3701,Bologna,LM-51,Psicologia,Psicologia Clinica,CESENA,FORLI'-CESENA,""
2106,2020/2021,3701,Bologna,LM-51,Psicologia,Psicologia Cognitiva Applicata,BOLOGNA,BOLOGNA,""
2107,2020/2021,3701,Bologna,LM-51,Psicologia,"Work, Organizational And Personnel Psychology",CESENA,FORLI'-CESENA,inglese
2108,2020/2021,3701,Bologna,LM-51,Psicologia,Psicologia Scolastica e di Comunità,CESENA,FORLI'-CESENA,""
2109,2020/2021,3701,Bologna,LM-51,Psicologia,Psychology Of Wellbeing And Social Inclusivity,BOLOGNA,BOLOGNA,inglese
2110,2020/2021,3701,Bologna,LM-52,Relazioni internazionali,Scienze Internazionali e Diplomatiche,FORLI',FORLI'-CESENA,""
2111,2020/2021,3701,Bologna,LM-52,Relazioni internazionali,International Relations,BOLOGNA,BOLOGNA,inglese
2112,2020/2021,3701,Bologna,LM-52,Relazioni internazionali,Interdisciplinary Research And Studies On Eastern Europe,FORLI',FORLI'-CESENA,inglese
2113,2020/2021,3701,Bologna,LM-54,Scienze chimiche,Chimica,BOLOGNA,BOLOGNA,""
2114,2020/2021,3701,Bologna,LM-54,Scienze chimiche,Photochemistry And Molecular Materials,BOLOGNA,BOLOGNA,inglese
2115,2020/2021,3701,Bologna,LM-54,Scienze chimiche,Advanced Cosmetic Sciences,RIMINI,RIMINI,inglese
2116,2020/2021,3701,Bologna,LM-54,Scienze chimiche,Chemical Innovation And Regulation,BOLOGNA,BOLOGNA,inglese
2117,2020/2021,3701,Bologna,LM-56,Scienze dell'economia,Tourism Economics And Management,RIMINI,RIMINI,inglese
2118,2020/2021,3701,Bologna,LM-56,Scienze dell'economia,Economics,BOLOGNA,BOLOGNA,inglese
2119,2020/2021,3701,Bologna,LM-56,Scienze dell'economia,Economia e Diritto,BOLOGNA,BOLOGNA,""
2120,2020/2021,3701,Bologna,LM-56,Scienze dell'economia,Economia e Politica Economica,BOLOGNA,BOLOGNA,""
2121,2020/2021,3701,Bologna,LM-56,Scienze dell'economia,Resource Economics And Sustainable Development,RIMINI,RIMINI,inglese
2122,2020/2021,3701,Bologna,LM-56,Scienze dell'economia,Health Economics And Management,BOLOGNA,BOLOGNA,inglese
2123,2020/2021,3701,Bologna,LM-56,Scienze dell'economia,International Politics And Economics,FORLI',FORLI'-CESENA,inglese
2124,2020/2021,3701,Bologna,LM-62,Scienze della politica,International Politics And Economics,FORLI',FORLI'-CESENA,inglese
2125,2020/2021,3701,Bologna,LM-57,Scienze dell'educazione degli adulti e della formazione continua,Scienze dell'Educazione Permanente e della Formazione Continua,BOLOGNA,BOLOGNA,""
2126,2020/2021,3701,Bologna,LM-58,Scienze dell'universo,Astrofisica e Cosmologia,BOLOGNA,BOLOGNA,""
2127,2020/2021,3701,Bologna,LM-19,Informazione e sistemi editoriali,"Comunicazione Giornalistica, Pubblica e d'Impresa",BOLOGNA,BOLOGNA,""
2128,2020/2021,3701,Bologna,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicità","Comunicazione Giornalistica, Pubblica e d'Impresa",BOLOGNA,BOLOGNA,""
2129,2020/2021,3701,Bologna,LM-60,Scienze della natura,Scienze e Gestione della Natura,BOLOGNA,BOLOGNA,"italiano, inglese"
2130,2020/2021,3701,Bologna,LM-60,Scienze della natura,Didattica e Comunicazione delle Scienze Naturali,BOLOGNA,BOLOGNA,""
2131,2020/2021,3701,Bologna,LM-62,Scienze della politica,Mass Media e Politica,FORLI',FORLI'-CESENA,""
2132,2020/2021,3701,Bologna,LM-63,Scienze delle pubbliche amministrazioni,"Politica, Amministrazione e Organizzazione",BOLOGNA,BOLOGNA,"italiano, inglese"
2133,2020/2021,3701,Bologna,LM-65,Scienze dello spettacolo e produzione multimediale,"Cinema, Televisione e Produzione Multimediale",BOLOGNA,BOLOGNA,""
2134,2020/2021,3701,Bologna,LM-65,Scienze dello spettacolo e produzione multimediale,Fashion Studies,RIMINI,RIMINI,inglese
2135,2020/2021,3701,Bologna,LM-67,Scienze e tecniche delle attività motorie preventive e adattate,Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata,RIMINI,RIMINI,""
2136,2020/2021,3701,Bologna,LM-68,Scienze e tecniche dello sport,Scienze e Tecniche dell'Attività Sportiva,BOLOGNA,BOLOGNA,""
2137,2020/2021,3701,Bologna,LM-69,Scienze e tecnologie agrarie,Scienze e Tecnologie Agrarie,BOLOGNA,BOLOGNA,""
2138,2020/2021,3701,Bologna,LM-69,Scienze e tecnologie agrarie,International Horticultural Science,BOLOGNA,BOLOGNA,inglese
2139,2020/2021,3701,Bologna,LM-69,Scienze e tecnologie agrarie,Precise And Sustainable Agriculture,BOLOGNA,BOLOGNA,inglese
2140,2020/2021,3701,Bologna,LM-70,Scienze e tecnologie alimentari,Scienze e Tecnologie Alimentari,CESENA,FORLI'-CESENA,""
2141,2020/2021,3701,Bologna,LM-71,Scienze e tecnologie della chimica industriale,Chimica Industriale,BOLOGNA,BOLOGNA,""
2142,2020/2021,3701,Bologna,LM-71,Scienze e tecnologie della chimica industriale,Low Carbon Technologies And Sustainable Chemistry,BOLOGNA,BOLOGNA,inglese
2143,2020/2021,3701,Bologna,LM-75,Scienze e tecnologie per l'ambiente e il territorio,Low Carbon Technologies And Sustainable Chemistry,BOLOGNA,BOLOGNA,inglese
2144,2020/2021,3701,Bologna,LM-71,Scienze e tecnologie della chimica industriale,Advanced Spectroscopy in Chemistry,BOLOGNA,BOLOGNA,inglese
2145,2020/2021,3701,Bologna,LM-73,Scienze e tecnologie forestali ed ambientali,"Progettazione e Gestione degli Ecosistemi Agro-Territoriali, Forestali e del Paesaggio",BOLOGNA,BOLOGNA,""
2146,2020/2021,3701,Bologna,LM-74,Scienze e tecnologie geologiche,Geologia e Territorio,BOLOGNA,BOLOGNA,"italiano, inglese"
2147,2020/2021,3701,Bologna,LM-75,Scienze e tecnologie per l'ambiente e il territorio,Analisi e Gestione dell'Ambiente,RAVENNA,RAVENNA,""
2148,2020/2021,3701,Bologna,LM-76,Scienze economiche per l'ambiente e la cultura,Innovation And Organization Of Culture And The Arts,BOLOGNA,BOLOGNA,inglese
2149,2020/2021,3701,Bologna,LM-77,Scienze economico-aziendali,Amministrazione e Gestione d'Impresa,RIMINI,RIMINI,""
2150,2020/2021,3701,Bologna,LM-77,Scienze economico-aziendali,Economia e Commercio,FORLI',FORLI'-CESENA,""
2151,2020/2021,3701,Bologna,LM-77,Scienze economico-aziendali,Economia e Management,FORLI',FORLI'-CESENA,""
2152,2020/2021,3701,Bologna,LM-77,Scienze economico-aziendali,Management dell'Economia Sociale,FORLI',FORLI'-CESENA,""
2153,2020/2021,3701,Bologna,LM-77,Scienze economico-aziendali,Direzione Aziendale,BOLOGNA,BOLOGNA,""
2154,2020/2021,3701,Bologna,LM-77,Scienze economico-aziendali,Economia e Professione,BOLOGNA,BOLOGNA,""
2155,2020/2021,3701,Bologna,LM-78,Scienze filosofiche,Scienze Filosofiche,BOLOGNA,BOLOGNA,""
2156,2020/2021,3701,Bologna,LM-80,Scienze geografiche,Geografia e Processi Territoriali,BOLOGNA,BOLOGNA,""
2157,2020/2021,3701,Bologna,LM-81,Scienze per la cooperazione allo sviluppo,Sviluppo Locale e Globale,BOLOGNA,BOLOGNA,""
2158,2020/2021,3701,Bologna,LM-81,Scienze per la cooperazione allo sviluppo,International Cooperation On Human Rights And Intercultural Heritage,RAVENNA,RAVENNA,inglese
2159,2020/2021,3701,Bologna,LM-82,Scienze statistiche,Statistical Sciences,BOLOGNA,BOLOGNA,inglese
2160,2020/2021,3701,Bologna,LM-82,Scienze statistiche,"Statistica, Economia e Impresa",BOLOGNA,BOLOGNA,""
2161,2020/2021,3701,Bologna,LM-83,Scienze statistiche attuariali e finanziarie,"Scienze Statistiche, Finanziarie e Attuariali",RIMINI,RIMINI,""
2162,2020/2021,3701,Bologna,LM-84,Scienze storiche,Scienze Storiche e Orientalistiche,BOLOGNA,BOLOGNA,""
2163,2020/2021,3701,Bologna,LM-85,Scienze pedagogiche,Pedagogia,BOLOGNA,BOLOGNA,""
2164,2020/2021,3701,Bologna,LM-86,Scienze zootecniche e tecnologie  animali,Sicurezza e Qualita' delle Produzioni Animali,OZZANO DELL'EMILIA,BOLOGNA,""
2165,2020/2021,3701,Bologna,LM-87,Servizio sociale e politiche sociali,Sociologia e Servizio Sociale,BOLOGNA,BOLOGNA,""
2166,2020/2021,3701,Bologna,LM-88,Sociologia e ricerca sociale,Sociologia e Servizio Sociale,BOLOGNA,BOLOGNA,""
2167,2020/2021,3701,Bologna,LM-88,Sociologia e ricerca sociale,Scienze Criminologiche per l'Investigazione e la Sicurezza,FORLI',FORLI'-CESENA,""
2168,2020/2021,3701,Bologna,LM-89,Storia dell'arte,Arti Visive,BOLOGNA,BOLOGNA,""
2169,2020/2021,3701,Bologna,LM-92,Teorie della comunicazione,Semiotica,BOLOGNA,BOLOGNA,""
2170,2020/2021,3701,Bologna,LM-94,Traduzione specialistica e interpretariato,Interpretazione,FORLI',FORLI'-CESENA,""
2171,2020/2021,3701,Bologna,LM-94,Traduzione specialistica e interpretariato,Specialized Translation,FORLI',FORLI'-CESENA,inglese
2172,2020/2021,3701,Bologna,LM/SNT1,Scienze infermieristiche e ostetriche,Scienze Infermieristiche e Ostetriche,BOLOGNA,BOLOGNA,""
2173,2020/2021,3701,Bologna,LM/SNT4,Scienze delle professioni sanitarie della prevenzione,Scienze delle Professioni Sanitarie della Prevenzione,IMOLA,BOLOGNA,""
2174,2020/2021,3701,Bologna,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),Architettura,CESENA,FORLI'-CESENA,""
2175,2020/2021,3701,Bologna,LM-85 bis,Scienze della formazione primaria,Scienze della Formazione Primaria,BOLOGNA,BOLOGNA,""
2176,2020/2021,3701,Bologna,LMR/02,Conservazione e restauro dei beni culturali,Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004),RAVENNA,RAVENNA,""
2177,2020/2021,3701,Bologna,LM/SC-GIUR,Scienze Giuridiche,Legal Studies,BOLOGNA,BOLOGNA,inglese
2178,2020/2021,3801,Ferrara,L-02,Biotecnologie,Biotecnologie,FERRARA,FERRARA,""
2179,2020/2021,3801,Ferrara,L-02,Biotecnologie,Biotecnologie Mediche,FERRARA,FERRARA,""
2180,2020/2021,3801,Ferrara,L-04,Disegno industriale,Design del Prodotto Industriale,FERRARA,FERRARA,""
2181,2020/2021,3801,Ferrara,L-07,Ingegneria civile e ambientale,Ingegneria Civile e Ambientale,FERRARA,FERRARA,""
2182,2020/2021,3801,Ferrara,L-08,Ingegneria dell'informazione,Ingegneria Elettronica e Informatica,FERRARA,FERRARA,""
2183,2020/2021,3801,Ferrara,L-09,Ingegneria industriale,Ingegneria Meccanica,FERRARA,FERRARA,""
2184,2020/2021,3801,Ferrara,L-10,Lettere,"Lettere, Arti e Archeologia",FERRARA,FERRARA,""
2185,2020/2021,3801,Ferrara,L-11,Lingue e culture moderne,Lingue e Letterature Moderne,FERRARA,FERRARA,""
2186,2020/2021,3801,Ferrara,L-13,Scienze biologiche,Scienze Biologiche,FERRARA,FERRARA,""
2187,2020/2021,3801,Ferrara,L-14,Scienze dei servizi giuridici,Operatore dei Servizi Giuridici,FERRARA,FERRARA,""
2188,2020/2021,3801,Ferrara,L-15,Scienze del turismo,Manager degli Itinerari Culturali,FERRARA,FERRARA,""
2189,2020/2021,3801,Ferrara,L-18,Scienze dell'economia e della gestione aziendale,Economia,FERRARA,FERRARA,""
2190,2020/2021,3801,Ferrara,L-33,Scienze economiche,Economia,FERRARA,FERRARA,""
2191,2020/2021,3801,Ferrara,L-05,Filosofia,Scienze Filosofiche e dell'Educazione,FERRARA,FERRARA,""
2192,2020/2021,3801,Ferrara,L-19,Scienze dell'educazione e della formazione,Scienze Filosofiche e dell'Educazione,FERRARA,FERRARA,""
2193,2020/2021,3801,Ferrara,L-20,Scienze della comunicazione,Scienze e Tecnologie della Comunicazione,FERRARA,FERRARA,""
2194,2020/2021,3801,Ferrara,L-22,Scienze delle attività motorie e sportive,Scienze Motorie,FERRARA,FERRARA,""
2195,2020/2021,3801,Ferrara,L-25,Scienze e tecnologie agrarie e forestali,Tecnologie Agrarie e Acquacoltura del Delta,FERRARA,FERRARA,""
2196,2020/2021,3801,Ferrara,L-27,Scienze e tecnologie chimiche,Chimica,FERRARA,FERRARA,""
2197,2020/2021,3801,Ferrara,L-30,Scienze e tecnologie fisiche,Fisica,FERRARA,FERRARA,""
2198,2020/2021,3801,Ferrara,L-31,Scienze e tecnologie informatiche,Informatica,FERRARA,FERRARA,""
